Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5
902,2024.02.06 15:00:00,1.07524,1.07674,0.00000,Negative,-0.000785,-0.002544,-0.001440,-0.001948,902,2024.04.12 18:30:00,1.06545,1.06696,0.00000,Negative,-0.001267,-0.002428,-0.001561,-0.002167,902,2024.05.02 19:50:00,1.06947,1.06951,1.06752,Positive,0.000350,-0.000325,-0.000243,-0.000312
903,2024.02.06 14:00:00,1.07536,1.07688,0.00000,Negative,-0.000814,-0.002545,-0.001426,-0.001928,903,2024.04.12 18:15:00,1.06562,1.06712,0.00000,Negative,-0.001267,-0.002392,-0.001539,-0.002138,903,2024.05.02 19:45:00,1.06940,1.06947,1.06751,Positive,0.000318,-0.000359,-0.000252,-0.000324
904,2024.02.06 13:00:00,1.07552,1.07704,0.00000,Negative,-0.000745,-0.002518,-0.001403,-0.001897,904,2024.04.12 18:00:00,1.06582,1.06731,0.00000,Negative,-0.001260,-0.002354,-0.001517,-0.002109,904,2024.05.02 19:40:00,1.06933,1.06944,1.06751,Positive,0.000273,-0.000395,-0.000262,-0.000337
905,2024.02.06 12:00:00,1.07568,1.07718,0.00000,Negative,-0.000646,-0.002485,-0.001378,-0.001863,905,2024.04.12 17:45:00,1.06600,1.06746,0.00000,Negative,-0.001236,-0.002312,-0.001494,-0.002078,905,2024.05.02 19:35:00,1.06926,1.06939,1.06750,Negative,0.000233,-0.000427,-0.000271,-0.000348
906,2024.02.06 11:00:00,1.07573,1.07726,0.00000,Negative,-0.000683,-0.002493,-0.001366,-0.001847,906,2024.04.12 17:30:00,1.06613,1.06761,0.00000,Negative,-0.001315,-0.002297,-0.001480,-0.002059,906,2024.05.02 19:30:00,1.06918,1.06935,1.06750,Negative,0.000149,-0.000470,-0.000282,-0.000362
907,2024.02.06 10:00:00,1.07576,1.07732,0.00000,Negative,-0.000777,-0.002515,-0.001358,-0.001835,907,2024.04.12 17:15:00,1.06631,1.06778,0.00000,Negative,-0.001338,-0.002263,-0.001459,-0.002031,907,2024.05.02 19:25:00,1.06912,1.06933,1.06749,Negative,0.000097,-0.000500,-0.000289,-0.000370
908,2024.02.06 09:00:00,1.07581,1.07742,0.00000,Negative,-0.000874,-0.002531,-0.001348,-0.001820,908,2024.04.12 17:00:00,1.06651,1.06795,0.00000,Negative,-0.001326,-0.002218,-0.001435,-0.002000,908,2024.05.02 19:20:00,1.06907,1.06931,1.06749,Negative,0.000048,-0.000526,-0.000294,-0.000376
909,2024.02.06 08:00:00,1.07585,1.07751,0.00000,Negative,-0.001012,-0.002553,-0.001339,-0.001807,909,2024.04.12 16:45:00,1.06670,1.06813,0.00000,Negative,-0.001335,-0.002178,-0.001413,-0.001971,909,2024.05.02 19:15:00,1.06902,1.06929,1.06749,Negative,-0.000018,-0.000554,-0.000300,-0.000383
910,2024.02.06 07:00:00,1.07592,1.07763,0.00000,Negative,-0.001127,-0.002561,-0.001325,-0.001788,910,2024.04.12 16:30:00,1.06692,1.06832,0.00000,Negative,-0.001315,-0.002129,-0.001389,-0.001939,910,2024.05.02 19:10:00,1.06898,1.06928,1.06748,Negative,-0.000083,-0.000579,-0.000305,-0.000388
911,2024.02.06 06:00:00,1.07602,1.07776,0.00000,Negative,-0.001207,-0.002553,-0.001306,-0.001762,911,2024.04.12 16:15:00,1.06713,1.06849,0.00000,Negative,-0.001254,-0.002069,-0.001362,-0.001903,911,2024.05.02 19:05:00,1.06895,1.06928,1.06748,Negative,-0.000154,-0.000602,-0.000308,-0.000392
912,2024.02.06 05:00:00,1.07613,1.07789,0.00000,Negative,-0.001312,-0.002547,-0.001287,-0.001736,912,2024.04.12 16:00:00,1.06729,1.06863,0.00000,Negative,-0.001277,-0.002035,-0.001343,-0.001878,912,2024.05.02 19:00:00,1.06894,1.06929,1.06748,Negative,-0.000218,-0.000619,-0.000310,-0.000394
913,2024.02.06 04:00:00,1.07624,1.07803,0.00000,Negative,-0.001422,-0.002536,-0.001266,-0.001708,913,2024.04.12 15:45:00,1.06744,1.06877,0.00000,Negative,-0.001305,-0.002000,-0.001324,-0.001852,913,2024.05.02 18:55:00,1.06895,1.06931,1.06747,Negative,-0.000241,-0.000622,-0.000306,-0.000389
914,2024.02.06 03:00:00,1.07638,1.07819,0.00000,Negative,-0.001524,-0.002516,-0.001243,-0.001676,914,2024.04.12 15:30:00,1.06760,1.06891,0.00000,Negative,-0.001331,-0.001962,-0.001304,-0.001827,914,2024.05.02 18:50:00,1.06896,1.06933,1.06747,Negative,-0.000277,-0.000627,-0.000304,-0.000385
915,2024.02.06 02:00:00,1.07654,1.07835,0.00000,Negative,-0.001606,-0.002484,-0.001216,-0.001639,915,2024.04.12 15:15:00,1.06774,1.06905,0.00000,Negative,-0.001399,-0.001934,-0.001288,-0.001805,915,2024.05.02 18:45:00,1.06897,1.06936,1.06747,Negative,-0.000324,-0.000634,-0.000301,-0.000381
916,2024.02.06 01:00:00,1.07671,1.07853,0.00000,Negative,-0.001707,-0.002453,-0.001188,-0.001603,916,2024.04.12 15:00:00,1.06790,1.06920,0.00000,Negative,-0.001479,-0.001905,-0.001271,-0.001783,916,2024.05.02 18:40:00,1.06899,1.06939,1.06747,Negative,-0.000373,-0.000638,-0.000298,-0.000376
917,2024.02.06 00:00:00,1.07689,1.07872,0.00000,Negative,-0.001802,-0.002413,-0.001159,-0.001563,917,2024.04.12 14:45:00,1.06810,1.06938,0.00000,Negative,-0.001503,-0.001856,-0.001248,-0.001753,917,2024.05.02 18:35:00,1.06904,1.06943,1.06746,Negative,-0.000372,-0.000626,-0.000290,-0.000364
918,2024.02.05 23:00:00,1.07709,1.07891,0.00000,Negative,-0.001901,-0.002369,-0.001128,-0.001522,918,2024.04.12 14:30:00,1.06834,1.06957,0.00000,Negative,-0.001461,-0.001787,-0.001220,-0.001716,918,2024.05.02 18:30:00,1.06906,1.06946,1.06746,Negative,-0.000410,-0.000625,-0.000284,-0.000357
919,2024.02.05 22:00:00,1.07728,1.07910,0.00000,Negative,-0.002002,-0.002319,-0.001095,-0.001478,919,2024.04.12 14:15:00,1.06855,1.06974,0.00000,Negative,-0.001443,-0.001727,-0.001195,-0.001683,919,2024.05.02 18:25:00,1.06908,1.06949,1.06746,Negative,-0.000474,-0.000628,-0.000281,-0.000352
920,2024.02.05 21:00:00,1.07750,1.07930,0.00000,Negative,-0.002115,-0.002266,-0.001062,-0.001434,920,2024.04.12 14:00:00,1.06878,1.06992,0.00000,Negative,-0.001415,-0.001664,-0.001169,-0.001649,920,2024.05.02 18:20:00,1.06910,1.06952,1.06746,Negative,-0.000539,-0.000628,-0.000276,-0.000345
921,2024.02.05 20:00:00,1.07775,1.07953,0.00000,Negative,-0.002176,-0.002192,-0.001022,-0.001381,921,2024.04.12 13:45:00,1.06899,1.07009,0.00000,Negative,-0.001402,-0.001605,-0.001145,-0.001618,921,2024.05.02 18:15:00,1.06915,1.06958,1.06746,Negative,-0.000592,-0.000622,-0.000269,-0.000335
922,2024.02.05 19:00:00,1.07807,1.07980,0.00000,Negative,-0.002184,-0.002099,-0.000977,-0.001322,922,2024.04.12 13:30:00,1.06920,1.07027,0.00000,Negative,-0.001387,-0.001547,-0.001122,-0.001588,922,2024.05.02 18:10:00,1.06924,1.06965,1.06746,Negative,-0.000594,-0.000599,-0.000257,-0.000319
923,2024.02.05 18:00:00,1.07844,1.08007,0.00000,Negative,-0.002063,-0.001970,-0.000921,-0.001249,923,2024.04.12 13:15:00,1.06945,1.07045,0.00000,Negative,-0.001305,-0.001470,-0.001094,-0.001551,923,2024.05.02 18:05:00,1.06936,1.06974,1.06746,Negative,-0.000549,-0.000563,-0.000241,-0.000297
924,2024.02.05 17:00:00,1.07875,1.08033,0.00000,Negative,-0.002052,-0.001876,-0.000877,-0.001191,924,2024.04.12 13:00:00,1.06968,1.07061,0.00000,Negative,-0.001217,-0.001395,-0.001067,-0.001516,924,2024.05.02 18:00:00,1.06947,1.06982,1.06746,Negative,-0.000486,-0.000524,-0.000225,-0.000275
925,2024.02.05 16:00:00,1.07909,1.08058,0.00000,Negative,-0.001959,-0.001758,-0.000827,-0.001125,925,2024.04.12 12:45:00,1.06986,1.07076,0.00000,Negative,-0.001210,-0.001346,-0.001049,-0.001493,925,2024.05.02 17:55:00,1.06957,1.06989,1.06745,Negative,-0.000439,-0.000493,-0.000211,-0.000257
926,2024.02.05 15:00:00,1.07937,1.08079,0.00000,Negative,-0.001933,-0.001663,-0.000784,-0.001069,926,2024.04.12 12:30:00,1.07004,1.07090,0.00000,Negative,-0.001174,-0.001290,-0.001029,-0.001466,926,2024.05.02 17:50:00,1.06964,1.06994,1.06745,Negative,-0.000434,-0.000475,-0.000201,-0.000244
927,2024.02.05 14:00:00,1.07966,1.08102,0.00000,Negative,-0.001928,-0.001572,-0.000744,-0.001016,927,2024.04.12 12:15:00,1.07021,1.07103,0.00000,Negative,-0.001168,-0.001242,-0.001012,-0.001445,927,2024.05.02 17:45:00,1.06972,1.07001,1.06745,Negative,-0.000412,-0.000452,-0.000190,-0.000229
928,2024.02.05 13:00:00,1.07998,1.08127,0.00000,Negative,-0.001837,-0.001459,-0.000697,-0.000955,928,2024.04.12 12:00:00,1.07037,1.07116,0.00000,Negative,-0.001168,-0.001197,-0.000996,-0.001424,928,2024.05.02 17:40:00,1.06982,1.07007,1.06745,Negative,-0.000339,-0.000417,-0.000176,-0.000210
929,2024.02.05 12:00:00,1.08028,1.08148,0.00000,Negative,-0.001739,-0.001346,-0.000652,-0.000895,929,2024.04.12 11:45:00,1.07055,1.07129,0.00000,Negative,-0.001131,-0.001140,-0.000977,-0.001400,929,2024.05.02 17:35:00,1.06990,1.07013,1.06745,Negative,-0.000303,-0.000395,-0.000165,-0.000196
930,2024.02.05 11:00:00,1.08051,1.08164,0.00000,Negative,-0.001722,-0.001260,-0.000616,-0.000847,930,2024.04.12 11:30:00,1.07072,1.07142,0.00000,Negative,-0.001141,-0.001098,-0.000964,-0.001382,930,2024.05.02 17:30:00,1.07000,1.07019,1.06744,Negative,-0.000201,-0.000358,-0.000151,-0.000176
931,2024.02.05 10:00:00,1.08070,1.08180,0.00000,Negative,-0.001810,-0.001201,-0.000589,-0.000812,931,2024.04.12 11:15:00,1.07092,1.07156,0.00000,Negative,-0.001063,-0.001032,-0.000943,-0.001355,931,2024.05.02 17:25:00,1.07004,1.07021,1.06744,Negative,-0.000168,-0.000344,-0.000143,-0.000166
932,2024.02.05 09:00:00,1.08089,1.08196,0.00000,Negative,-0.001872,-0.001130,-0.000558,-0.000772,932,2024.04.12 11:00:00,1.07116,1.07172,0.00000,Negative,-0.000940,-0.000957,-0.000920,-0.001326,932,2024.05.02 17:20:00,1.07008,1.07024,1.06744,Negative,-0.000137,-0.000332,-0.000137,-0.000157
933,2024.02.05 08:00:00,1.08110,1.08213,0.00000,Negative,-0.001966,-0.001064,-0.000530,-0.000735,933,2024.04.12 10:45:00,1.07138,1.07187,0.00000,Negative,-0.000792,-0.000881,-0.000898,-0.001297,933,2024.05.02 17:15:00,1.07010,1.07026,1.06743,Negative,-0.000141,-0.000331,-0.000134,-0.000153
934,2024.02.05 07:00:00,1.08133,1.08231,0.00000,Negative,-0.002025,-0.000983,-0.000497,-0.000693,934,2024.04.12 10:30:00,1.07160,1.07201,0.00000,Negative,-0.000637,-0.000811,-0.000878,-0.001272,934,2024.05.02 17:10:00,1.07014,1.07029,1.06743,Negative,-0.000112,-0.000321,-0.000128,-0.000145
935,2024.02.05 06:00:00,1.08158,1.08250,0.00000,Negative,-0.002073,-0.000895,-0.000463,-0.000648,935,2024.04.12 10:15:00,1.07179,1.07212,0.00000,Negative,-0.000449,-0.000739,-0.000859,-0.001247,935,2024.05.02 17:05:00,1.07019,1.07033,1.06742,Negative,-0.000071,-0.000309,-0.000122,-0.000136
936,2024.02.05 05:00:00,1.08185,1.08270,0.00000,Negative,-0.002102,-0.000799,-0.000428,-0.000602,936,2024.04.12 10:00:00,1.07188,1.07218,0.00000,Negative,-0.000398,-0.000714,-0.000854,-0.001241,936,2024.05.02 17:00:00,1.07024,1.07037,1.06742,Negative,-0.000011,-0.000295,-0.000114,-0.000126
937,2024.02.05 04:00:00,1.08215,1.08292,0.00000,Negative,-0.002104,-0.000693,-0.000390,-0.000553,937,2024.04.12 09:45:00,1.07195,1.07224,0.00000,Negative,-0.000367,-0.000697,-0.000853,-0.001240,937,2024.05.02 16:55:00,1.07027,1.07038,1.06742,Negative,0.000036,-0.000286,-0.000109,-0.000119
938,2024.02.05 03:00:00,1.08250,1.08315,0.00000,Negative,-0.002017,-0.000562,-0.000345,-0.000495,938,2024.04.12 09:30:00,1.07201,1.07228,0.00000,Negative,-0.000357,-0.000687,-0.000854,-0.001241,938,2024.05.02 16:50:00,1.07028,1.07040,1.06741,Negative,0.000058,-0.000287,-0.000107,-0.000116
939,2024.02.05 02:00:00,1.08283,1.08337,0.00000,Negative,-0.001947,-0.000439,-0.000304,-0.000442,939,2024.04.12 09:15:00,1.07206,1.07232,0.00000,Negative,-0.000361,-0.000681,-0.000856,-0.001245,939,2024.05.02 16:45:00,1.07029,1.07040,1.06741,Negative,0.000098,-0.000284,-0.000104,-0.000111
940,2024.02.03 01:00:00,1.08316,1.08358,0.00000,Negative,-0.001839,-0.000309,-0.000263,-0.000388,940,2024.04.12 09:00:00,1.07212,1.07237,0.00000,Negative,-0.000345,-0.000670,-0.000857,-0.001246,940,2024.05.02 16:40:00,1.07024,1.07037,1.06740,Negative,0.000052,-0.000307,-0.000108,-0.000116
941,2024.02.03 00:00:00,1.08348,1.08378,0.00000,Negative,-0.001730,-0.000184,-0.000224,-0.000337,941,2024.04.12 08:45:00,1.07218,1.07242,0.00000,Negative,-0.000324,-0.000659,-0.000858,-0.001248,941,2024.05.02 16:35:00,1.07019,1.07035,1.06739,Negative,-0.000019,-0.000333,-0.000113,-0.000122
942,2024.02.02 23:00:00,1.08377,1.08396,0.00000,Negative,-0.001639,-0.000069,-0.000189,-0.000292,942,2024.04.12 08:30:00,1.07225,1.07247,0.00000,Negative,-0.000283,-0.000643,-0.000858,-0.001248,942,2024.05.02 16:30:00,1.07016,1.07035,1.06739,Negative,-0.000083,-0.000355,-0.000117,-0.000126
943,2024.02.02 22:00:00,1.08410,1.08416,0.00000,Negative,-0.001495,0.000056,-0.000152,-0.000245,943,2024.04.12 08:15:00,1.07232,1.07251,0.00000,Negative,-0.000235,-0.000627,-0.000858,-0.001248,943,2024.05.02 16:25:00,1.07018,1.07037,1.06738,Negative,-0.000071,-0.000352,-0.000113,-0.000120
944,2024.02.02 21:00:00,1.08449,1.08440,0.00000,Negative,-0.001242,0.000203,-0.000110,-0.000191,944,2024.04.12 08:00:00,1.07238,1.07255,0.00000,Negative,-0.000200,-0.000617,-0.000860,-0.001252,944,2024.05.02 16:20:00,1.07018,1.07038,1.06738,Negative,-0.000090,-0.000359,-0.000111,-0.000118
945,2024.02.02 20:00:00,1.08491,1.08463,0.00000,Negative,-0.000855,0.000374,-0.000063,-0.000129,945,2024.04.12 07:45:00,1.07243,1.07259,0.00000,Negative,-0.000165,-0.000610,-0.000864,-0.001256,945,2024.05.02 16:15:00,1.07019,1.07039,1.06737,Negative,-0.000107,-0.000364,-0.000109,-0.000114
946,2024.02.02 19:00:00,1.08534,1.08486,0.00000,Positive,-0.000374,0.000550,-0.000015,-0.000068,946,2024.04.12 07:30:00,1.07248,1.07263,0.00000,Negative,-0.000125,-0.000603,-0.000867,-0.001261,946,2024.05.02 16:10:00,1.07019,1.07041,1.06737,Negative,-0.000112,-0.000364,-0.000106,-0.000109
947,2024.02.02 18:00:00,1.08572,1.08507,0.00000,Positive,0.000079,0.000695,0.000021,-0.000022,947,2024.04.12 07:15:00,1.07252,1.07266,0.00000,Negative,-0.000085,-0.000598,-0.000871,-0.001267,947,2024.05.02 16:05:00,1.07021,1.07043,1.06736,Negative,-0.000117,-0.000365,-0.000102,-0.000104
948,2024.02.02 17:00:00,1.08608,1.08526,0.00000,Positive,0.000586,0.000830,0.000053,0.000018,948,2024.04.12 07:00:00,1.07256,1.07268,0.00000,Negative,-0.000050,-0.000596,-0.000877,-0.001274,948,2024.05.02 16:00:00,1.07024,1.07045,1.06736,Negative,-0.000099,-0.000359,-0.000096,-0.000096
949,2024.02.02 16:00:00,1.08633,1.08529,0.00000,Positive,0.001244,0.000980,0.000087,0.000062,949,2024.04.12 06:45:00,1.07257,1.07269,0.00000,Negative,-0.000024,-0.000599,-0.000884,-0.001284,949,2024.05.02 15:55:00,1.07026,1.07047,1.06735,Negative,-0.000091,-0.000356,-0.000092,-0.000090
950,2024.02.02 15:00:00,1.08620,1.08518,0.00000,Positive,0.001319,0.000939,0.000060,0.000027,950,2024.04.12 06:30:00,1.07257,1.07269,0.00000,Negative,-0.000037,-0.000615,-0.000895,-0.001298,950,2024.05.02 15:50:00,1.07026,1.07048,1.06735,Negative,-0.000106,-0.000361,-0.000089,-0.000086
951,2024.02.02 14:00:00,1.08605,1.08505,0.00000,Positive,0.001365,0.000886,0.000030,-0.000013,951,2024.04.12 06:15:00,1.07257,1.07270,0.00000,Negative,-0.000043,-0.000628,-0.000905,-0.001311,951,2024.05.02 15:45:00,1.07027,1.07049,1.06734,Negative,-0.000115,-0.000362,-0.000085,-0.000080
952,2024.02.02 13:00:00,1.08587,1.08489,0.00000,Positive,0.001394,0.000824,-0.000002,-0.000055,952,2024.04.12 06:00:00,1.07258,1.07271,0.00000,Negative,-0.000038,-0.000637,-0.000914,-0.001323,952,2024.05.02 15:40:00,1.07029,1.07051,1.06734,Negative,-0.000112,-0.000360,-0.000081,-0.000074
953,2024.02.02 12:00:00,1.08565,1.08473,0.00000,Positive,0.001347,0.000740,-0.000041,-0.000107,953,2024.04.12 05:45:00,1.07258,1.07271,0.00000,Negative,-0.000046,-0.000651,-0.000924,-0.001337,953,2024.05.02 15:35:00,1.07030,1.07053,1.06733,Negative,-0.000113,-0.000359,-0.000076,-0.000067
954,2024.02.02 11:00:00,1.08548,1.08458,0.00000,Positive,0.001385,0.000680,-0.000072,-0.000147,954,2024.04.12 05:30:00,1.07259,1.07272,0.00000,Negative,-0.000041,-0.000661,-0.000933,-0.001349,954,2024.05.02 15:30:00,1.07032,1.07055,1.06733,Negative,-0.000110,-0.000356,-0.000071,-0.000060
955,2024.02.02 10:00:00,1.08529,1.08444,0.00000,Positive,0.001396,0.000610,-0.000106,-0.000192,955,2024.04.12 05:15:00,1.07259,1.07273,0.00000,Negative,-0.000045,-0.000674,-0.000944,-0.001363,955,2024.05.02 15:25:00,1.07034,1.07057,1.06732,Negative,-0.000116,-0.000357,-0.000067,-0.000054
956,2024.02.02 09:00:00,1.08512,1.08430,0.00000,Positive,0.001444,0.000549,-0.000136,-0.000232,956,2024.04.12 05:00:00,1.07261,1.07274,0.00000,Negative,-0.000033,-0.000683,-0.000952,-0.001374,956,2024.05.02 15:20:00,1.07036,1.07060,1.06732,Negative,-0.000115,-0.000354,-0.000062,-0.000047
957,2024.02.02 08:00:00,1.08493,1.08416,0.00000,Positive,0.001466,0.000477,-0.000169,-0.000275,957,2024.04.12 04:45:00,1.07261,1.07275,0.00000,Negative,-0.000023,-0.000693,-0.000962,-0.001386,957,2024.05.02 15:15:00,1.07040,1.07063,1.06731,Negative,-0.000079,-0.000343,-0.000054,-0.000036
958,2024.02.02 07:00:00,1.08476,1.08402,0.00000,Positive,0.001519,0.000412,-0.000200,-0.000316,958,2024.04.12 04:30:00,1.07262,1.07275,0.00000,Negative,-0.000025,-0.000707,-0.000972,-0.001400,958,2024.05.02 15:10:00,1.07042,1.07065,1.06731,Negative,-0.000063,-0.000338,-0.000048,-0.000028
959,2024.02.02 06:00:00,1.08456,1.08387,0.00000,Positive,0.001526,0.000330,-0.000235,-0.000361,959,2024.04.12 04:15:00,1.07263,1.07277,0.00000,Negative,-0.000020,-0.000720,-0.000982,-0.001413,959,2024.05.02 15:05:00,1.07041,1.07065,1.06730,Negative,-0.000083,-0.000344,-0.000045,-0.000024
960,2024.02.02 05:00:00,1.08433,1.08372,0.00000,Positive,0.001497,0.000238,-0.000273,-0.000411,960,2024.04.12 04:00:00,1.07265,1.07278,0.00000,Negative,0.000009,-0.000726,-0.000990,-0.001424,960,2024.05.02 15:00:00,1.07041,1.07066,1.06730,Negative,-0.000108,-0.000350,-0.000043,-0.000020
961,2024.02.02 04:00:00,1.08413,1.08357,0.00000,Positive,0.001508,0.000158,-0.000306,-0.000455,961,2024.04.12 03:45:00,1.07265,1.07279,0.00000,Negative,0.000019,-0.000740,-0.001000,-0.001437,961,2024.05.02 14:55:00,1.07042,1.07068,1.06729,Negative,-0.000121,-0.000351,-0.000038,-0.000014
962,2024.02.02 03:00:00,1.08389,1.08341,0.00000,Positive,0.001487,0.000068,-0.000342,-0.000501,962,2024.04.12 03:30:00,1.07266,1.07280,0.00000,Negative,0.000027,-0.000755,-0.001011,-0.001451,962,2024.05.02 14:50:00,1.07042,1.07069,1.06729,Negative,-0.000143,-0.000354,-0.000035,-0.000008
963,2024.02.02 02:00:00,1.08364,1.08324,0.00000,Positive,0.001424,-0.000034,-0.000381,-0.000552,963,2024.04.12 03:15:00,1.07266,1.07281,0.00000,Negative,0.000037,-0.000769,-0.001021,-0.001465,963,2024.05.02 14:45:00,1.07043,1.07071,1.06728,Negative,-0.000151,-0.000352,-0.000029,-0.000001
964,2024.02.02 01:00:00,1.08340,1.08309,0.00000,Positive,0.001336,-0.000139,-0.000420,-0.000602,964,2024.04.12 03:00:00,1.07266,1.07281,0.00000,Negative,0.000046,-0.000786,-0.001032,-0.001479,964,2024.05.02 14:40:00,1.07043,1.07072,1.06728,Negative,-0.000188,-0.000358,-0.000026,0.000004
965,2024.02.02 00:00:00,1.08314,1.08293,0.00000,Positive,0.001224,-0.000247,-0.000458,-0.000652,965,2024.04.12 02:45:00,1.07265,1.07282,0.00000,Negative,0.000046,-0.000805,-0.001044,-0.001494,965,2024.05.02 14:35:00,1.07043,1.07072,1.06727,Negative,-0.000228,-0.000361,-0.000022,0.000010
966,2024.02.01 23:00:00,1.08285,1.08275,0.00000,Positive,0.001057,-0.000365,-0.000499,-0.000705,966,2024.04.12 02:30:00,1.07264,1.07282,0.00000,Negative,0.000043,-0.000825,-0.001056,-0.001510,966,2024.05.02 14:30:00,1.07043,1.07074,1.06726,Negative,-0.000283,-0.000367,-0.000018,0.000015
967,2024.02.01 22:00:00,1.08254,1.08257,0.00000,Positive,0.000822,-0.000493,-0.000542,-0.000760,967,2024.04.12 02:15:00,1.07263,1.07282,0.00000,Negative,0.000033,-0.000847,-0.001069,-0.001526,967,2024.05.02 14:25:00,1.07045,1.07077,1.06726,Negative,-0.000310,-0.000362,-0.000011,0.000024
968,2024.02.01 21:00:00,1.08223,1.08239,0.00000,Positive,0.000536,-0.000623,-0.000584,-0.000815,968,2024.04.12 02:00:00,1.07262,1.07282,0.00000,Negative,0.000021,-0.000870,-0.001081,-0.001543,968,2024.05.02 14:20:00,1.07048,1.07080,1.06725,Negative,-0.000329,-0.000354,-0.000003,0.000035
969,2024.02.01 20:00:00,1.08189,1.08221,0.00000,Negative,0.000131,-0.000771,-0.000630,-0.000875,969,2024.04.12 01:45:00,1.07261,1.07282,0.00000,Negative,0.000007,-0.000892,-0.001094,-0.001559,969,2024.05.02 14:15:00,1.07052,1.07084,1.06725,Negative,-0.000351,-0.000345,0.000005,0.000047
970,2024.02.01 19:00:00,1.08163,1.08211,0.00000,Negative,-0.000301,-0.000906,-0.000671,-0.000928,970,2024.04.12 01:30:00,1.07262,1.07283,0.00000,Negative,0.000015,-0.000909,-0.001104,-0.001572,970,2024.05.02 14:10:00,1.07057,1.07088,1.06724,Negative,-0.000349,-0.000328,0.000016,0.000061
971,2024.02.01 18:00:00,1.08158,1.08212,0.00000,Negative,-0.000464,-0.000946,-0.000681,-0.000941,971,2024.04.12 01:15:00,1.07262,1.07285,0.00000,Negative,0.000021,-0.000927,-0.001115,-0.001586,971,2024.05.02 14:05:00,1.07062,1.07092,1.06724,Negative,-0.000340,-0.000309,0.000027,0.000076
972,2024.02.01 17:00:00,1.08153,1.08212,0.00000,Negative,-0.000666,-0.000989,-0.000692,-0.000954,972,2024.04.12 01:00:00,1.07262,1.07286,0.00000,Negative,0.000030,-0.000944,-0.001125,-0.001600,972,2024.05.02 14:00:00,1.07066,1.07096,1.06723,Negative,-0.000349,-0.000295,0.000037,0.000089
973,2024.02.01 16:00:00,1.08152,1.08213,0.00000,Negative,-0.000786,-0.000999,-0.000691,-0.000953,973,2024.04.12 00:45:00,1.07263,1.07287,0.00000,Negative,0.000027,-0.000965,-0.001137,-0.001615,973,2024.05.02 13:55:00,1.07070,1.07099,1.06723,Negative,-0.000362,-0.000281,0.000046,0.000102
974,2024.02.01 15:00:00,1.08153,1.08217,0.00000,Negative,-0.000941,-0.001012,-0.000692,-0.000953,974,2024.04.12 00:30:00,1.07263,1.07289,0.00000,Negative,0.000041,-0.000982,-0.001147,-0.001628,974,2024.05.02 13:50:00,1.07073,1.07102,1.06722,Negative,-0.000395,-0.000272,0.000054,0.000113
975,2024.02.01 14:00:00,1.08160,1.08225,0.00000,Negative,-0.001057,-0.001006,-0.000687,-0.000946,975,2024.04.12 00:15:00,1.07264,1.07290,0.00000,Negative,0.000056,-0.001000,-0.001158,-0.001641,975,2024.05.02 13:45:00,1.07076,1.07106,1.06722,Negative,-0.000432,-0.000262,0.000062,0.000124
976,2024.02.01 13:00:00,1.08175,1.08235,0.00000,Negative,-0.001031,-0.000956,-0.000668,-0.000921,976,2024.04.12 00:00:00,1.07264,1.07291,0.00000,Negative,0.000075,-0.001018,-0.001168,-0.001654,976,2024.05.02 13:40:00,1.07082,1.07110,1.06721,Negative,-0.000445,-0.000244,0.000073,0.000138
977,2024.02.01 12:00:00,1.08190,1.08248,0.00000,Negative,-0.001041,-0.000917,-0.000652,-0.000900,977,2024.04.11 23:45:00,1.07264,1.07292,0.00000,Negative,0.000085,-0.001039,-0.001179,-0.001669,977,2024.05.02 13:35:00,1.07089,1.07116,1.06721,Negative,-0.000431,-0.000217,0.000086,0.000156
